instrumenttype	position	symbol	pitch	octave	stroke	note_value	modifier	midinote	rootnote	sample
UGAL	UGAL		DONG	0	OPEN	1.0	NONE	[127]		
UGAL	UGAL		DONG	0	OPEN	0.5	NONE	[127]		
UGAL	UGAL		DONG	0	OPEN	0.25	NONE	[127]		
UGAL	UGAL		DONG	0	ABBREVIATED	1.0	NONE	[127]		
UGAL	UGAL		DONG	0	ABBREVIATED	0.5	NONE	[127]		
UGAL	UGAL		DONG	0	ABBREVIATED	0.25	NONE	[127]		
UGAL	UGAL		DONG	0	MUTED	1.0	NONE	[127]		
UGAL	UGAL		DONG	0	MUTED	0.5	NONE	[127]		
UGAL	UGAL		DONG	0	MUTED	0.25	NONE	[127]		
UGAL	UGAL		DENG	0	OPEN	1.0	NONE	[127]		
UGAL	UGAL		DENG	0	OPEN	0.5	NONE	[127]		
UGAL	UGAL		DENG	0	OPEN	0.25	NONE	[127]		
UGAL	UGAL		DENG	0	ABBREVIATED	1.0	NONE	[127]		
UGAL	UGAL		DENG	0	ABBREVIATED	0.5	NONE	[127]		
UGAL	UGAL		DENG	0	ABBREVIATED	0.25	NONE	[127]		
UGAL	UGAL		DENG	0	MUTED	1.0	NONE	[127]		
UGAL	UGAL		DENG	0	MUTED	0.5	NONE	[127]		
UGAL	UGAL		DENG	0	MUTED	0.25	NONE	[127]		
UGAL	UGAL		DUNG	0	OPEN	1.0	NONE	[127]		
UGAL	UGAL		DUNG	0	OPEN	0.5	NONE	[127]		
UGAL	UGAL		DUNG	0	OPEN	0.25	NONE	[127]		
UGAL	UGAL		DUNG	0	ABBREVIATED	1.0	NONE	[127]		
UGAL	UGAL		DUNG	0	ABBREVIATED	0.5	NONE	[127]		
UGAL	UGAL		DUNG	0	ABBREVIATED	0.25	NONE	[127]		
UGAL	UGAL		DUNG	0	MUTED	1.0	NONE	[127]		
UGAL	UGAL		DUNG	0	MUTED	0.5	NONE	[127]		
UGAL	UGAL		DUNG	0	MUTED	0.25	NONE	[127]		
UGAL	UGAL		DANG	0	OPEN	1.0	NONE	[127]		
UGAL	UGAL		DANG	0	OPEN	0.5	NONE	[127]		
UGAL	UGAL		DANG	0	OPEN	0.25	NONE	[127]		
UGAL	UGAL		DANG	0	ABBREVIATED	1.0	NONE	[127]		
UGAL	UGAL		DANG	0	ABBREVIATED	0.5	NONE	[127]		
UGAL	UGAL		DANG	0	ABBREVIATED	0.25	NONE	[127]		
UGAL	UGAL		DANG	0	MUTED	1.0	NONE	[127]		
UGAL	UGAL		DANG	0	MUTED	0.5	NONE	[127]		
UGAL	UGAL		DANG	0	MUTED	0.25	NONE	[127]		
UGAL	UGAL		DING	1	OPEN	1.0	NONE	[127]		
UGAL	UGAL		DING	1	OPEN	0.5	NONE	[127]		
UGAL	UGAL		DING	1	OPEN	0.25	NONE	[127]		
UGAL	UGAL		DING	1	ABBREVIATED	1.0	NONE	[127]		
UGAL	UGAL		DING	1	ABBREVIATED	0.5	NONE	[127]		
UGAL	UGAL		DING	1	ABBREVIATED	0.25	NONE	[127]		
UGAL	UGAL		DING	1	MUTED	1.0	NONE	[127]		
UGAL	UGAL		DING	1	MUTED	0.5	NONE	[127]		
UGAL	UGAL		DING	1	MUTED	0.25	NONE	[127]		
UGAL	UGAL		DONG	1	OPEN	1.0	NONE	[127]		
UGAL	UGAL		DONG	1	OPEN	0.5	NONE	[127]		
UGAL	UGAL		DONG	1	OPEN	0.25	NONE	[127]		
UGAL	UGAL		DONG	1	ABBREVIATED	1.0	NONE	[127]		
UGAL	UGAL		DONG	1	ABBREVIATED	0.5	NONE	[127]		
UGAL	UGAL		DONG	1	ABBREVIATED	0.25	NONE	[127]		
UGAL	UGAL		DONG	1	MUTED	1.0	NONE	[127]		
UGAL	UGAL		DONG	1	MUTED	0.5	NONE	[127]		
UGAL	UGAL		DONG	1	MUTED	0.25	NONE	[127]		
UGAL	UGAL		DENG	1	OPEN	1.0	NONE	[127]		
UGAL	UGAL		DENG	1	OPEN	0.5	NONE	[127]		
UGAL	UGAL		DENG	1	OPEN	0.25	NONE	[127]		
UGAL	UGAL		DENG	1	ABBREVIATED	1.0	NONE	[127]		
UGAL	UGAL		DENG	1	ABBREVIATED	0.5	NONE	[127]		
UGAL	UGAL		DENG	1	ABBREVIATED	0.25	NONE	[127]		
UGAL	UGAL		DENG	1	MUTED	1.0	NONE	[127]		
UGAL	UGAL		DENG	1	MUTED	0.5	NONE	[127]		
UGAL	UGAL		DENG	1	MUTED	0.25	NONE	[127]		
UGAL	UGAL		DUNG	1	OPEN	1.0	NONE	[127]		
UGAL	UGAL		DUNG	1	OPEN	0.5	NONE	[127]		
UGAL	UGAL		DUNG	1	OPEN	0.25	NONE	[127]		
UGAL	UGAL		DUNG	1	ABBREVIATED	1.0	NONE	[127]		
UGAL	UGAL		DUNG	1	ABBREVIATED	0.5	NONE	[127]		
UGAL	UGAL		DUNG	1	ABBREVIATED	0.25	NONE	[127]		
UGAL	UGAL		DUNG	1	MUTED	1.0	NONE	[127]		
UGAL	UGAL		DUNG	1	MUTED	0.5	NONE	[127]		
UGAL	UGAL		DUNG	1	MUTED	0.25	NONE	[127]		
UGAL	UGAL		DANG	1	OPEN	1.0	NONE	[127]		
UGAL	UGAL		DANG	1	OPEN	0.5	NONE	[127]		
UGAL	UGAL		DANG	1	OPEN	0.25	NONE	[127]		
UGAL	UGAL		DANG	1	ABBREVIATED	1.0	NONE	[127]		
UGAL	UGAL		DANG	1	ABBREVIATED	0.5	NONE	[127]		
UGAL	UGAL		DANG	1	ABBREVIATED	0.25	NONE	[127]		
UGAL	UGAL		DANG	1	MUTED	1.0	NONE	[127]		
UGAL	UGAL		DANG	1	MUTED	0.5	NONE	[127]		
UGAL	UGAL		DANG	1	MUTED	0.25	NONE	[127]		
UGAL	UGAL		DING	2	OPEN	1.0	NONE	[127]		
UGAL	UGAL		DING	2	OPEN	0.5	NONE	[127]		
UGAL	UGAL		DING	2	OPEN	0.25	NONE	[127]		
UGAL	UGAL		DING	2	ABBREVIATED	1.0	NONE	[127]		
UGAL	UGAL		DING	2	ABBREVIATED	0.5	NONE	[127]		
UGAL	UGAL		DING	2	ABBREVIATED	0.25	NONE	[127]		
UGAL	UGAL		DING	2	MUTED	1.0	NONE	[127]		
UGAL	UGAL		DING	2	MUTED	0.5	NONE	[127]		
UGAL	UGAL		DING	2	MUTED	0.25	NONE	[127]		
UGAL	UGAL		DONG	0	TREMOLO	1.0	NONE	[127]		
UGAL	UGAL		DONG	0	TREMOLO_ACCELERATING	1.0	NONE	[127]		
UGAL	UGAL		DONG	0	GRACE_NOTE	1.0	NONE	[127]		
UGAL	UGAL		DONG	0	NOROT	1.0	NONE	[127]		
UGAL	UGAL		DENG	0	TREMOLO	1.0	NONE	[127]		
UGAL	UGAL		DENG	0	TREMOLO_ACCELERATING	1.0	NONE	[127]		
UGAL	UGAL		DENG	0	GRACE_NOTE	1.0	NONE	[127]		
UGAL	UGAL		DENG	0	NOROT	1.0	NONE	[127]		
UGAL	UGAL		DUNG	0	TREMOLO	1.0	NONE	[127]		
UGAL	UGAL		DUNG	0	TREMOLO_ACCELERATING	1.0	NONE	[127]		
UGAL	UGAL		DUNG	0	GRACE_NOTE	1.0	NONE	[127]		
UGAL	UGAL		DUNG	0	NOROT	1.0	NONE	[127]		
UGAL	UGAL		DANG	0	TREMOLO	1.0	NONE	[127]		
UGAL	UGAL		DANG	0	TREMOLO_ACCELERATING	1.0	NONE	[127]		
UGAL	UGAL		DANG	0	GRACE_NOTE	1.0	NONE	[127]		
UGAL	UGAL		DANG	0	NOROT	1.0	NONE	[127]		
UGAL	UGAL		DING	1	TREMOLO	1.0	NONE	[127]		
UGAL	UGAL		DING	1	TREMOLO_ACCELERATING	1.0	NONE	[127]		
UGAL	UGAL		DING	1	GRACE_NOTE	1.0	NONE	[127]		
UGAL	UGAL		DING	1	NOROT	1.0	NONE	[127]		
UGAL	UGAL		DONG	1	TREMOLO	1.0	NONE	[127]		
UGAL	UGAL		DONG	1	TREMOLO_ACCELERATING	1.0	NONE	[127]		
UGAL	UGAL		DONG	1	GRACE_NOTE	1.0	NONE	[127]		
UGAL	UGAL		DONG	1	NOROT	1.0	NONE	[127]		
UGAL	UGAL		DENG	1	TREMOLO	1.0	NONE	[127]		
UGAL	UGAL		DENG	1	TREMOLO_ACCELERATING	1.0	NONE	[127]		
UGAL	UGAL		DENG	1	GRACE_NOTE	1.0	NONE	[127]		
UGAL	UGAL		DENG	1	NOROT	1.0	NONE	[127]		
UGAL	UGAL		DUNG	1	TREMOLO	1.0	NONE	[127]		
UGAL	UGAL		DUNG	1	TREMOLO_ACCELERATING	1.0	NONE	[127]		
UGAL	UGAL		DUNG	1	GRACE_NOTE	1.0	NONE	[127]		
UGAL	UGAL		DUNG	1	NOROT	1.0	NONE	[127]		
UGAL	UGAL		DANG	1	TREMOLO	1.0	NONE	[127]		
UGAL	UGAL		DANG	1	TREMOLO_ACCELERATING	1.0	NONE	[127]		
UGAL	UGAL		DANG	1	GRACE_NOTE	1.0	NONE	[127]		
UGAL	UGAL		DANG	1	NOROT	1.0	NONE	[127]		
UGAL	UGAL		DING	2	TREMOLO	1.0	NONE	[127]		
UGAL	UGAL		DING	2	TREMOLO_ACCELERATING	1.0	NONE	[127]		
UGAL	UGAL		DING	2	GRACE_NOTE	1.0	NONE	[127]		
UGAL	UGAL		DING	2	NOROT	1.0	NONE	[127]		
UGAL	UGAL		NONE	None	EXTENSION	1.0	NONE	[127]		
UGAL	UGAL		NONE	None	EXTENSION	0.5	NONE	[127]		
UGAL	UGAL		NONE	None	EXTENSION	0.25	NONE	[127]		
UGAL	UGAL		NONE	None	SILENCE	1.0	NONE	[127]		
UGAL	UGAL		NONE	None	SILENCE	0.5	NONE	[127]		
UGAL	UGAL		NONE	None	SILENCE	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	OPEN	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	OPEN	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	OPEN	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	ABBREVIATED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	ABBREVIATED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	ABBREVIATED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	MUTED	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	MUTED	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	MUTED	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	0	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	0	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	0	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	0	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	1	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	1	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	1	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	1	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	1	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DING	2	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DONG	2	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DENG	2	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DUNG	2	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	TREMOLO	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	TREMOLO_ACCELERATING	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	GRACE_NOTE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		DANG	2	NOROT	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		NONE	None	EXTENSION	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		NONE	None	EXTENSION	0.5	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		NONE	None	EXTENSION	0.25	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		NONE	None	SILENCE	1.0	NONE	[127]		
GENDERRAMBAT	GENDERRAMBAT		NONE	None	SILENCE	0.5	NONE	[127]		
