instrumenttype	position	symbol	pitch	octave	stroke	note_value	modifier	midinote	rootnote	sample
KENDANG	KENDANG		KUNG	None	TREMOLO	1.0	NONE	[127]		
KENDANG	KENDANG		KUNG	None	TREMOLO_ACCELERATING	1.0	NONE	[127]		
KENDANG	KENDANG		KUNG	None	GRACE_NOTE	1.0	NONE	[127]		
KENDANG	KENDANG		NONE	None	EXTENSION	1.0	NONE	[127]		
KENDANG	KENDANG		NONE	None	EXTENSION	0.5	NONE	[127]		
KENDANG	KENDANG		NONE	None	EXTENSION	0.25	NONE	[127]		
KENDANG	KENDANG		NONE	None	SILENCE	1.0	NONE	[127]		
KENDANG	KENDANG		NONE	None	SILENCE	0.5	NONE	[127]		
KENDANG	KENDANG		NONE	None	SILENCE	0.25	NONE	[127]		
KEMPLI	KEMPLI		STRIKE	None	OPEN	1.0	NONE	[127]		
KEMPLI	KEMPLI		STRIKE	None	OPEN	0.5	NONE	[127]		
KEMPLI	KEMPLI		STRIKE	None	OPEN	0.25	NONE	[127]		
KEMPLI	KEMPLI		STRIKE	None	ABBREVIATED	1.0	NONE	[127]		
KEMPLI	KEMPLI		STRIKE	None	ABBREVIATED	0.5	NONE	[127]		
KEMPLI	KEMPLI		STRIKE	None	ABBREVIATED	0.25	NONE	[127]		
KEMPLI	KEMPLI		STRIKE	None	MUTED	1.0	NONE	[127]		
KEMPLI	KEMPLI		STRIKE	None	MUTED	0.5	NONE	[127]		
KEMPLI	KEMPLI		STRIKE	None	MUTED	0.25	NONE	[127]		
KEMPLI	KEMPLI		STRIKE	None	TREMOLO	1.0	NONE	[127]		
KEMPLI	KEMPLI		STRIKE	None	TREMOLO_ACCELERATING	1.0	NONE	[127]		
KEMPLI	KEMPLI		NONE	None	EXTENSION	1.0	NONE	[127]		
KEMPLI	KEMPLI		NONE	None	EXTENSION	0.5	NONE	[127]		
KEMPLI	KEMPLI		NONE	None	EXTENSION	0.25	NONE	[127]		
KEMPLI	KEMPLI		NONE	None	SILENCE	1.0	NONE	[127]		
KEMPLI	KEMPLI		NONE	None	SILENCE	0.5	NONE	[127]		
KEMPLI	KEMPLI		NONE	None	SILENCE	0.25	NONE	[127]		
GONGS	GONGS		GIR	None	OPEN	1.0	NONE	[127]		
GONGS	GONGS		GIR	None	OPEN	0.5	NONE	[127]		
GONGS	GONGS		GIR	None	OPEN	0.25	NONE	[127]		
GONGS	GONGS		PUR	None	OPEN	1.0	NONE	[127]		
GONGS	GONGS		PUR	None	OPEN	0.5	NONE	[127]		
GONGS	GONGS		PUR	None	OPEN	0.25	NONE	[127]		
GONGS	GONGS		TONG	None	OPEN	1.0	NONE	[127]		
GONGS	GONGS		TONG	None	OPEN	0.5	NONE	[127]		
GONGS	GONGS		TONG	None	OPEN	0.25	NONE	[127]		
GONGS	GONGS		NONE	None	EXTENSION	1.0	NONE	[127]		
GONGS	GONGS		NONE	None	EXTENSION	0.5	NONE	[127]		
GONGS	GONGS		NONE	None	EXTENSION	0.25	NONE	[127]		
GONGS	GONGS		NONE	None	SILENCE	1.0	NONE	[127]		
GONGS	GONGS		NONE	None	SILENCE	0.5	NONE	[127]		
GONGS	GONGS		NONE	None	SILENCE	0.25	NONE	[127]		
