instrumenttype	position	symbol	pitch	octave	stroke	duration	rest_after	modifier	midinote	rootnote	sample	note_value
KANTILAN	KANTILAN_POLOS	a_	DANG	1	OPEN	0.5	0.0	NONE	[9]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	a=	DANG	1	OPEN	0.25	0.0	NONE	[9]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	a_	DANG	1	OPEN	0.5	0.0	NONE	[9]	GK KANTILAN ROOT		0.5
UGAL	UGAL	a=	DANG	1	OPEN	0.25	0.0	NONE	[9]	GK UGAL ROOT		0.25
UGAL	UGAL	a_	DANG	1	OPEN	0.5	0.0	NONE	[9]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	a=	DANG	1	OPEN	0.25	0.0	NONE	[46]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	a_	DANG	1	OPEN	0.5	0.0	NONE	[46]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	a=	DANG	1	OPEN	0.25	0.0	NONE	[9]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	a_	DANG	1	OPEN	0.5	0.0	NONE	[9]	GK GENDER ROOT		0.5
REYONG	REYONG_3	a=	DANG	1	OPEN	0.25	0.0	NONE	[8]	GK REYONG ROOT		0.25
REYONG	REYONG_3	a_	DANG	1	OPEN	0.5	0.0	NONE	[8]	GK REYONG ROOT		0.5
REYONG	REYONG_4	a=	DANG	1	OPEN	0.25	0.0	NONE	[8]	GK REYONG ROOT		0.25
REYONG	REYONG_4	a_	DANG	1	OPEN	0.5	0.0	NONE	[8]	GK REYONG ROOT		0.5
TROMPONG	TROMPONG	a</=	DANG	2	ABBREVIATED	0.25	0.0	NONE	[62]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	a</_	DANG	2	ABBREVIATED	0.5	0.0	NONE	[62]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	a</=	DANG	2	ABBREVIATED	0.25	0.0	NONE	[28]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	a</_	DANG	2	ABBREVIATED	0.5	0.0	NONE	[28]	GK GENDER ROOT		0.5
TROMPONG	TROMPONG	a<?=	DANG	2	MUTED	0.25	0.0	NONE	[73]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	a<?_	DANG	2	MUTED	0.5	0.0	NONE	[73]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	a<?=	DANG	2	MUTED	0.25	0.0	NONE	[42]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	a<?_	DANG	2	MUTED	0.5	0.0	NONE	[42]	GK GENDER ROOT		0.5
TROMPONG	TROMPONG	a<=	DANG	2	OPEN	0.25	0.0	NONE	[51]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	a<_	DANG	2	OPEN	0.5	0.0	NONE	[51]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	a<=	DANG	2	OPEN	0.25	0.0	NONE	[14]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	a<_	DANG	2	OPEN	0.5	0.0	NONE	[14]	GK GENDER ROOT		0.5
KENDANG	KENDANG	9?=	DE	None	MUTED	0.25	0.0	NONE	[3]	GK KENDANG DE	GK Kendang DE wadon.wav	0.25
KENDANG	KENDANG	9?_	DE	None	MUTED	0.5	0.0	NONE	[3]	GK KENDANG DE	GK Kendang DE wadon.wav	0.5
KENDANG	KENDANG	9=	DE	None	OPEN	0.25	0.0	NONE	[3]	GK KENDANG DE	GK Kendang DE wadon.wav	0.25
KENDANG	KENDANG	9_	DE	None	OPEN	0.5	0.0	NONE	[3]	GK KENDANG DE	GK Kendang DE wadon.wav	0.5
PEMADE	PEMADE_POLOS	e,/=	DENG	0	ABBREVIATED	0.25	0.0	NONE	[12]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	e,/_	DENG	0	ABBREVIATED	0.5	0.0	NONE	[12]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	e,/=	DENG	0	ABBREVIATED	0.25	0.0	NONE	[12]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	e,/_	DENG	0	ABBREVIATED	0.5	0.0	NONE	[12]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	e,/=	DENG	0	ABBREVIATED	0.25	0.0	NONE	[12]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	e,/_	DENG	0	ABBREVIATED	0.5	0.0	NONE	[12]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	e,/=	DENG	0	ABBREVIATED	0.25	0.0	NONE	[12]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	e,/_	DENG	0	ABBREVIATED	0.5	0.0	NONE	[12]	GK KANTILAN ROOT		0.5
UGAL	UGAL	e,/=	DENG	0	ABBREVIATED	0.25	0.0	NONE	[12]	GK UGAL ROOT		0.25
UGAL	UGAL	e,/_	DENG	0	ABBREVIATED	0.5	0.0	NONE	[12]	GK UGAL ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	e,/=	DENG	0	ABBREVIATED	0.25	0.0	NONE	[16]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	e,/_	DENG	0	ABBREVIATED	0.5	0.0	NONE	[16]	GK GENDER ROOT		0.5
REYONG	REYONG_1	e,/=	DENG	0	ABBREVIATED	0.25	0.0	NONE	[13]	GK REYONG ROOT		0.25
REYONG	REYONG_1	e,/_	DENG	0	ABBREVIATED	0.5	0.0	NONE	[13]	GK REYONG ROOT		0.5
PEMADE	PEMADE_POLOS	e,?=	DENG	0	MUTED	0.25	0.0	NONE	[22]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	e,?_	DENG	0	MUTED	0.5	0.0	NONE	[22]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	e,?=	DENG	0	MUTED	0.25	0.0	NONE	[22]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	e,?_	DENG	0	MUTED	0.5	0.0	NONE	[22]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	e,?=	DENG	0	MUTED	0.25	0.0	NONE	[22]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	e,?_	DENG	0	MUTED	0.5	0.0	NONE	[22]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	e,?=	DENG	0	MUTED	0.25	0.0	NONE	[22]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	e,?_	DENG	0	MUTED	0.5	0.0	NONE	[22]	GK KANTILAN ROOT		0.5
UGAL	UGAL	e,?=	DENG	0	MUTED	0.25	0.0	NONE	[22]	GK UGAL ROOT		0.25
UGAL	UGAL	e,?_	DENG	0	MUTED	0.5	0.0	NONE	[22]	GK UGAL ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	e,?=	DENG	0	MUTED	0.25	0.0	NONE	[30]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	e,?_	DENG	0	MUTED	0.5	0.0	NONE	[30]	GK GENDER ROOT		0.5
REYONG	REYONG_1	e,?=	DENG	0	MUTED	0.25	0.0	NONE	[25]	GK REYONG ROOT		0.25
REYONG	REYONG_1	e,?_	DENG	0	MUTED	0.5	0.0	NONE	[25]	GK REYONG ROOT		0.5
PEMADE	PEMADE_POLOS	e,=	DENG	0	OPEN	0.25	0.0	NONE	[2]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	e,_	DENG	0	OPEN	0.5	0.0	NONE	[2]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	e,=	DENG	0	OPEN	0.25	0.0	NONE	[2]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	e,_	DENG	0	OPEN	0.5	0.0	NONE	[2]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	e,=	DENG	0	OPEN	0.25	0.0	NONE	[2]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	e,_	DENG	0	OPEN	0.5	0.0	NONE	[2]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	e,=	DENG	0	OPEN	0.25	0.0	NONE	[2]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	e,_	DENG	0	OPEN	0.5	0.0	NONE	[2]	GK KANTILAN ROOT		0.5
UGAL	UGAL	e,=	DENG	0	OPEN	0.25	0.0	NONE	[2]	GK UGAL ROOT		0.25
UGAL	UGAL	e,_	DENG	0	OPEN	0.5	0.0	NONE	[2]	GK UGAL ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	e,=	DENG	0	OPEN	0.25	0.0	NONE	[2]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	e,_	DENG	0	OPEN	0.5	0.0	NONE	[2]	GK GENDER ROOT		0.5
REYONG	REYONG_1	e,=	DENG	0	OPEN	0.25	0.0	NONE	[1]	GK REYONG ROOT		0.25
REYONG	REYONG_1	e,_	DENG	0	OPEN	0.5	0.0	NONE	[1]	GK REYONG ROOT		0.5
JEGOGAN	JEGOGAN	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[8]	GK JEGOGAN ROOT		0.25
JEGOGAN	JEGOGAN	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[8]	GK JEGOGAN ROOT		0.5
CALUNG	CALUNG	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[8]	GK CALUNG ROOT		0.25
CALUNG	CALUNG	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[8]	GK CALUNG ROOT		0.5
PENYACAH	PENYACAH	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[32]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[32]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[17]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[17]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[17]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[17]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[17]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[17]	GK KANTILAN ROOT		0.5
KANTILAN	KANTILAN_SANGSIH	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[17]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_SANGSIH	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[17]	GK KANTILAN ROOT		0.5
UGAL	UGAL	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[17]	GK UGAL ROOT		0.25
UGAL	UGAL	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[17]	GK UGAL ROOT		0.5
TROMPONG	TROMPONG	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[55]	GK TROMPONG ROOT		0.25
TROMPONG	TROMPONG	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[55]	GK TROMPONG ROOT		0.5
GENDERRAMBAT	GENDERRAMBAT	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[21]	GK GENDER ROOT		0.25
GENDERRAMBAT	GENDERRAMBAT	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[21]	GK GENDER ROOT		0.5
REYONG	REYONG_2	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[18]	GK REYONG ROOT		0.25
REYONG	REYONG_2	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[18]	GK REYONG ROOT		0.5
REYONG	REYONG_3	e/=	DENG	1	ABBREVIATED	0.25	0.0	NONE	[18]	GK REYONG ROOT		0.25
REYONG	REYONG_3	e/_	DENG	1	ABBREVIATED	0.5	0.0	NONE	[18]	GK REYONG ROOT		0.5
JEGOGAN	JEGOGAN	e?=	DENG	1	MUTED	0.25	0.0	NONE	[13]	GK JEGOGAN ROOT		0.25
JEGOGAN	JEGOGAN	e?_	DENG	1	MUTED	0.5	0.0	NONE	[13]	GK JEGOGAN ROOT		0.5
CALUNG	CALUNG	e?=	DENG	1	MUTED	0.25	0.0	NONE	[13]	GK CALUNG ROOT		0.25
CALUNG	CALUNG	e?_	DENG	1	MUTED	0.5	0.0	NONE	[13]	GK CALUNG ROOT		0.5
PENYACAH	PENYACAH	e?=	DENG	1	MUTED	0.25	0.0	NONE	[39]	GK PENYACAH ROOT		0.25
PENYACAH	PENYACAH	e?_	DENG	1	MUTED	0.5	0.0	NONE	[39]	GK PENYACAH ROOT		0.5
PEMADE	PEMADE_POLOS	e?=	DENG	1	MUTED	0.25	0.0	NONE	[27]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_POLOS	e?_	DENG	1	MUTED	0.5	0.0	NONE	[27]	GK PEMADE ROOT		0.5
PEMADE	PEMADE_SANGSIH	e?=	DENG	1	MUTED	0.25	0.0	NONE	[27]	GK PEMADE ROOT		0.25
PEMADE	PEMADE_SANGSIH	e?_	DENG	1	MUTED	0.5	0.0	NONE	[27]	GK PEMADE ROOT		0.5
KANTILAN	KANTILAN_POLOS	e?=	DENG	1	MUTED	0.25	0.0	NONE	[27]	GK KANTILAN ROOT		0.25
KANTILAN	KANTILAN_POLOS	e?_	DENG	1	MUTED	0.5	0.0	NONE	[27]	GK KANTILAN ROOT		0.5
