instrumentgroup	instrumenttype	positions	pitch	octave	stroke	remark	midinote	rootnote	sample
SEMAR_PAGULINGAN	GENDERRAMBAT		DING	1	GRACE_NOTE		58	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DONG	1	OPEN		59	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DONG	1	GRACE_NOTE		59	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DENG	1	OPEN		60	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DENG	1	GRACE_NOTE		60	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DEUNG	1	OPEN		61	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DUNG	1	OPEN		62	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DUNG	1	GRACE_NOTE		62	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DANG	1	OPEN		63	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DANG	1	GRACE_NOTE		63	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DAING	1	OPEN		64	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DAING	1	GRACE_NOTE		64	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DING	0	ABBREVIATED		65	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DONG	0	ABBREVIATED		66	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DENG	0	ABBREVIATED		67	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DEUNG	0	ABBREVIATED		68	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DUNG	0	ABBREVIATED		69	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DANG	0	ABBREVIATED		70	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DAING	0	ABBREVIATED		71	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DING	1	ABBREVIATED		72	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DONG	1	ABBREVIATED		73	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DENG	1	ABBREVIATED		74	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DEUNG	1	ABBREVIATED		75	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DUNG	1	ABBREVIATED		76	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DANG	1	ABBREVIATED		77	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DAING	1	ABBREVIATED		78	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DING	0	MUTED		79	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DONG	0	MUTED		80	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DENG	0	MUTED		81	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DEUNG	0	MUTED		82	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DUNG	0	MUTED		83	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DANG	0	MUTED		84	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DAING	0	MUTED		85	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DING	1	MUTED		86	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DONG	1	MUTED		87	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DENG	1	MUTED		88	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DEUNG	1	MUTED		89	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DUNG	1	MUTED		90	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DANG	1	MUTED		91	SP GENDER ROOT	
SEMAR_PAGULINGAN	GENDERRAMBAT		DAING	1	MUTED		92	SP GENDER ROOT	
